GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57
1400000US42003241200,42003241200,"Census Tract 2412, Allegheny County, Pennsylvania",405,79,19,25,17,20,178,57,95,44,49,28,32,22,15,14,248,64,0,10,17,20,116,48,74,39,20,13,19,17,2,5,32,30,14,21,0,10,7,15,7,11,0,10,0,10,4,8,65,46,5,12,0,10,33,33,0,10,22,23,0,10,5,9,56,33,0,10,0,10,22,23,14,15,7,10,9,14,4,6,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,4,7,0,10,0,10,0,10,0,10,0,10,4,7,0,10
1400000US42003250300,42003250300,"Census Tract 2503, Allegheny County, Pennsylvania",594,161,0,10,53,60,305,158,116,55,44,26,27,42,49,51,263,115,0,10,0,10,132,100,85,42,19,18,27,42,0,10,30,31,0,10,0,10,15,16,10,15,0,10,0,10,5,8,159,83,0,10,33,53,71,58,6,9,5,8,0,10,44,50,112,64,0,10,20,32,66,51,10,14,16,15,0,10,0,10,6,9,0,10,0,10,6,9,0,10,0,10,0,10,0,10,24,21,0,10,0,10,15,17,5,8,4,7,0,10,0,10
1400000US42003250700,42003250700,"Census Tract 2507, Allegheny County, Pennsylvania",191,69,0,10,59,43,78,45,20,21,21,17,4,8,9,9,64,32,0,10,0,10,40,31,3,5,13,14,4,8,4,6,6,9,0,10,0,10,6,9,0,10,0,10,0,10,0,10,44,38,0,10,12,19,18,30,6,10,8,13,0,10,0,10,58,41,0,10,44,35,14,18,0,10,0,10,0,10,0,10,11,18,0,10,0,10,0,10,11,18,0,10,0,10,0,10,8,9,0,10,3,6,0,10,0,10,0,10,0,10,5,7
1400000US42003250900,42003250900,"Census Tract 2509, Allegheny County, Pennsylvania",484,107,26,27,33,34,236,86,112,80,47,41,14,15,16,12,267,104,0,10,30,33,154,92,51,49,14,16,6,9,12,10,72,70,0,10,3,5,57,65,0,10,0,10,8,12,4,6,93,74,0,10,0,10,25,23,35,54,33,39,0,10,0,10,52,40,26,27,0,10,0,10,26,39,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003260200,42003260200,"Census Tract 2602, Allegheny County, Pennsylvania",1027,104,54,31,72,34,481,77,149,58,153,52,89,38,29,26,778,100,21,16,47,27,405,79,96,42,123,49,57,28,29,26,86,47,0,10,0,10,32,26,4,6,25,36,25,26,0,10,99,43,20,24,18,17,18,14,31,31,5,8,7,10,0,10,11,13,4,8,7,10,0,10,0,10,0,10,0,10,0,10,9,12,0,10,0,10,0,10,9,12,0,10,0,10,0,10,44,35,9,18,0,10,26,26,9,13,0,10,0,10,0,10
1400000US42003260700,42003260700,"Census Tract 2607, Allegheny County, Pennsylvania",971,126,0,10,105,89,448,108,245,69,51,25,68,43,54,29,554,105,0,10,19,23,277,90,154,52,36,19,39,28,29,25,120,84,0,10,25,27,46,63,32,38,5,8,7,8,5,8,186,81,0,10,16,23,82,63,41,29,10,15,22,28,15,20,14,21,0,10,0,10,14,21,0,10,0,10,0,10,0,10,53,70,0,10,45,70,8,12,0,10,0,10,0,10,0,10,44,26,0,10,0,10,21,21,18,19,0,10,0,10,5,7
1400000US42003260900,42003260900,"Census Tract 2609, Allegheny County, Pennsylvania",198,50,31,23,16,24,104,47,8,13,11,17,24,16,4,7,109,40,9,16,0,10,73,34,0,10,11,17,16,15,0,10,8,13,0,10,0,10,0,10,8,13,0,10,0,10,0,10,81,34,22,16,16,24,31,27,0,10,0,10,8,14,4,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003261200,42003261200,"Census Tract 2612, Allegheny County, Pennsylvania",604,66,0,10,26,22,308,57,115,51,89,40,41,29,25,22,522,71,0,10,26,22,262,58,100,49,79,37,41,29,14,14,33,23,0,10,0,10,29,22,4,8,0,10,0,10,0,10,26,22,0,10,0,10,5,8,11,14,10,14,0,10,0,10,5,9,0,10,0,10,0,10,0,10,0,10,0,10,5,9,6,9,0,10,0,10,0,10,0,10,0,10,0,10,6,9,12,13,0,10,0,10,12,13,0,10,0,10,0,10,0,10
1400000US42003261400,42003261400,"Census Tract 2614, Allegheny County, Pennsylvania",492,112,41,47,24,27,162,58,168,74,14,18,64,47,19,20,292,90,10,15,24,27,75,48,99,54,14,18,51,44,19,20,52,42,0,10,0,10,16,26,23,19,0,10,13,21,0,10,124,69,7,12,0,10,71,50,46,45,0,10,0,10,0,10,24,42,24,42,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003261500,42003261500,"Census Tract 2615, Allegheny County, Pennsylvania",576,108,0,10,78,57,232,84,73,38,58,35,90,48,45,38,300,82,0,10,11,12,173,69,34,30,26,30,49,31,7,11,103,61,0,10,33,36,31,31,12,18,14,17,11,13,2,5,154,60,0,10,34,42,17,20,27,23,10,12,30,32,36,36,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,11,16,0,10,0,10,11,16,0,10,0,10,0,10,0,10,8,13,0,10,0,10,0,10,0,10,8,13,0,10,0,10
1400000US42003262000,42003262000,"Census Tract 2620, Allegheny County, Pennsylvania",829,183,7,11,94,65,261,105,203,92,123,76,94,50,47,51,577,149,0,10,78,61,166,82,142,62,112,70,69,48,10,15,60,46,7,11,0,10,22,20,20,34,11,17,0,10,0,10,156,109,0,10,16,25,64,61,32,43,0,10,8,12,36,49,1,3,0,10,0,10,0,10,0,10,0,10,0,10,1,3,14,18,0,10,0,10,4,9,0,10,0,10,10,16,0,10,21,20,0,10,0,10,5,9,9,13,0,10,7,12,0,10
1400000US42003270100,42003270100,"Census Tract 2701, Allegheny County, Pennsylvania",1445,145,39,47,87,60,665,107,322,93,119,56,131,65,82,41,1072,144,10,15,87,60,481,118,240,77,88,49,96,61,70,39,170,98,0,10,0,10,131,89,21,20,10,17,8,12,0,10,173,86,29,46,0,10,50,41,47,52,21,23,26,29,0,10,15,22,0,10,0,10,3,9,0,10,0,10,0,10,12,19,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,15,20,0,10,0,10,0,10,14,20,0,10,1,2,0,10
1400000US42003270300,42003270300,"Census Tract 2703, Allegheny County, Pennsylvania",870,118,27,24,49,42,372,91,226,77,110,64,70,46,16,20,636,115,16,18,23,21,266,86,152,65,98,62,65,46,16,20,55,34,11,14,0,10,8,11,36,28,0,10,0,10,0,10,118,55,0,10,26,35,70,52,10,11,12,19,0,10,0,10,47,46,0,10,0,10,28,44,14,12,0,10,5,7,0,10,7,11,0,10,0,10,0,10,7,11,0,10,0,10,0,10,7,10,0,10,0,10,0,10,7,10,0,10,0,10,0,10
1400000US42003270400,42003270400,"Census Tract 2704, Allegheny County, Pennsylvania",459,85,0,10,93,67,132,54,118,52,60,26,44,28,12,12,331,68,0,10,31,31,114,52,95,48,53,24,26,19,12,12,22,19,0,10,0,10,8,11,7,11,7,12,0,10,0,10,47,33,0,10,28,29,0,10,8,14,0,10,11,16,0,10,41,40,0,10,34,36,0,10,0,10,0,10,7,10,0,10,8,11,0,10,0,10,0,10,8,11,0,10,0,10,0,10,10,12,0,10,0,10,10,12,0,10,0,10,0,10,0,10
1400000US42003270800,42003270800,"Census Tract 2708, Allegheny County, Pennsylvania",1396,150,32,29,91,58,597,117,317,98,177,64,118,54,64,39,1100,126,25,27,57,37,482,108,246,87,140,63,110,52,40,32,124,61,0,10,34,45,19,18,38,33,17,17,8,13,8,13,107,46,0,10,0,10,82,37,15,23,10,15,0,10,0,10,16,17,7,11,0,10,1,3,8,12,0,10,0,10,0,10,23,27,0,10,0,10,13,21,10,18,0,10,0,10,0,10,26,28,0,10,0,10,0,10,0,10,10,15,0,10,16,22
1400000US42003271500,42003271500,"Census Tract 2715, Allegheny County, Pennsylvania",1296,204,84,48,227,92,398,135,336,110,142,64,51,32,58,36,787,158,61,51,164,87,239,101,195,88,58,40,25,25,45,30,124,71,0,10,14,22,56,46,21,23,19,30,14,21,0,10,270,131,14,20,37,45,89,68,94,66,24,26,12,20,0,10,58,38,9,16,12,19,12,18,0,10,12,18,0,10,13,17,18,26,0,10,0,10,2,6,16,25,0,10,0,10,0,10,39,32,0,10,0,10,0,10,10,15,29,30,0,10,0,10
1400000US42003281400,42003281400,"Census Tract 2814, Allegheny County, Pennsylvania",1008,132,22,23,168,75,403,98,149,52,130,44,117,55,19,19,663,138,0,10,119,75,284,96,115,48,61,34,70,39,14,17,161,64,9,11,10,11,45,34,25,25,41,28,31,23,0,10,144,72,13,20,23,30,61,48,9,10,22,20,16,19,0,10,29,28,0,10,16,23,13,15,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,11,12,0,10,0,10,0,10,0,10,6,9,0,10,5,8
1400000US42003281500,42003281500,"Census Tract 2815, Allegheny County, Pennsylvania",687,98,21,30,69,60,328,91,173,53,48,31,38,26,10,10,608,106,21,30,63,60,278,90,163,51,48,31,25,25,10,10,36,30,0,10,6,9,18,16,10,17,0,10,2,6,0,10,15,15,0,10,0,10,4,7,0,10,0,10,11,13,0,10,21,26,0,10,0,10,21,26,0,10,0,10,0,10,0,10,7,13,0,10,0,10,7,13,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003290100,42003290100,"Census Tract 2901, Allegheny County, Pennsylvania",899,133,17,19,54,35,424,95,211,73,123,50,47,33,23,17,579,100,1,6,29,31,279,70,130,59,92,42,31,26,17,15,92,46,4,7,6,9,50,37,21,20,6,11,5,8,0,10,128,63,0,10,19,31,39,28,54,40,16,11,0,10,0,10,42,34,12,16,0,10,24,30,0,10,0,10,6,9,0,10,19,28,0,10,0,10,19,28,0,10,0,10,0,10,0,10,39,23,0,10,0,10,13,14,6,10,9,13,5,9,6,9
1400000US42003290200,42003290200,"Census Tract 2902, Allegheny County, Pennsylvania",1693,188,27,31,153,91,686,141,458,110,220,64,62,39,87,55,1087,159,0,10,63,49,476,136,290,99,171,58,32,30,55,33,156,78,4,9,11,17,79,57,48,34,4,8,10,16,0,10,322,101,8,15,55,51,111,47,61,41,36,30,20,21,31,49,54,45,15,23,0,10,19,24,20,34,0,10,0,10,0,10,34,38,0,10,24,35,0,10,10,16,0,10,0,10,0,10,40,29,0,10,0,10,1,7,29,32,9,13,0,10,1,3
1400000US42003290400,42003290400,"Census Tract 2904, Allegheny County, Pennsylvania",1751,230,59,60,140,62,820,167,303,87,218,74,176,61,35,23,1135,192,7,14,131,62,591,147,176,78,91,47,104,54,35,23,254,132,52,59,0,10,61,52,61,62,63,40,17,20,0,10,259,112,0,10,0,10,95,66,65,54,54,40,45,36,0,10,50,46,0,10,9,13,32,40,0,10,0,10,9,14,0,10,32,46,0,10,0,10,32,46,0,10,0,10,0,10,0,10,21,29,0,10,0,10,9,14,1,3,10,14,1,19,0,10
1400000US42003300100,42003300100,"Census Tract 3001, Allegheny County, Pennsylvania",1624,269,35,32,79,69,946,209,294,116,157,73,93,51,20,23,873,185,0,10,7,13,456,148,203,101,124,61,78,51,5,9,163,93,0,10,14,20,91,74,44,37,10,16,0,10,4,6,419,178,35,32,42,63,277,159,36,53,14,22,15,20,0,10,16,25,0,10,16,25,0,10,0,10,0,10,0,10,0,10,67,69,0,10,0,10,66,69,1,4,0,10,0,10,0,10,86,74,0,10,0,10,56,66,10,17,9,16,0,10,11,18
1400000US42003310200,42003310200,"Census Tract 3102, Allegheny County, Pennsylvania",1598,199,70,61,82,59,616,125,476,92,160,63,69,37,125,53,1190,176,29,34,67,58,422,118,401,97,103,41,59,36,109,52,222,96,0,10,0,10,136,68,17,18,53,49,0,10,16,18,114,58,34,46,9,14,25,28,32,27,4,8,10,12,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,20,30,7,14,6,9,0,10,7,14,0,10,0,10,0,10,52,45,0,10,0,10,33,40,19,22,0,10,0,10,0,10
1400000US42003310300,42003310300,"Census Tract 3103, Allegheny County, Pennsylvania",435,69,6,9,29,26,139,50,156,39,36,23,36,23,33,25,333,58,0,10,29,26,106,46,114,40,30,20,36,23,18,17,73,44,6,9,0,10,33,29,34,32,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,13,17,0,10,0,10,0,10,4,7,0,10,0,10,9,15,16,17,0,10,0,10,0,10,4,7,6,10,0,10,6,9
1400000US42003320400,42003320400,"Census Tract 3204, Allegheny County, Pennsylvania",1045,106,30,28,119,93,440,94,218,85,157,49,62,41,19,17,753,101,23,26,50,34,309,86,188,86,112,42,56,41,15,13,150,84,7,9,59,85,58,34,11,11,11,13,0,10,4,8,117,55,0,10,10,12,53,45,14,14,34,29,6,11,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,25,28,0,10,0,10,20,27,5,7,0,10,0,10,0,10
1400000US42003320600,42003320600,"Census Tract 3206, Allegheny County, Pennsylvania",1073,144,7,11,81,53,562,95,199,76,114,47,52,28,58,29,777,122,0,10,56,50,437,87,136,45,72,43,28,23,48,29,94,48,7,11,0,10,46,36,26,21,10,17,5,8,0,10,118,61,0,10,14,19,29,29,24,35,32,31,14,14,5,7,11,16,0,10,11,16,0,10,0,10,0,10,0,10,0,10,27,42,0,10,0,10,27,42,0,10,0,10,0,10,0,10,46,39,0,10,0,10,23,33,13,18,0,10,5,8,5,7
1400000US42003320700,42003320700,"Census Tract 3207, Allegheny County, Pennsylvania",706,94,12,14,48,37,336,70,127,48,59,31,48,34,76,38,467,99,7,11,27,23,243,73,71,35,22,17,32,29,65,36,120,64,5,8,0,10,58,49,36,26,10,15,11,15,0,10,119,44,0,10,21,27,35,23,20,16,27,20,5,8,11,12,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003401100,42003401100,"Census Tract 4011, Allegheny County, Pennsylvania",2441,241,73,61,205,98,1029,195,559,162,304,126,117,83,154,92,2020,222,57,57,130,79,855,202,432,140,288,118,117,83,141,90,222,100,16,26,56,67,51,57,83,82,16,25,0,10,0,10,19,29,0,10,0,10,0,10,19,29,0,10,0,10,0,10,109,99,0,10,19,31,79,96,11,19,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,71,51,0,10,0,10,44,42,14,23,0,10,0,10,13,21
1400000US42003401200,42003401200,"Census Tract 4012, Allegheny County, Pennsylvania",1022,163,72,75,60,52,320,88,296,104,123,56,106,64,45,35,749,153,53,65,27,32,238,84,216,80,108,54,73,56,34,28,179,104,0,10,23,34,55,49,69,61,0,10,21,24,11,19,7,12,0,10,0,10,0,10,0,10,7,12,0,10,0,10,60,41,19,32,10,17,12,18,11,18,8,15,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,27,29,0,10,0,10,15,23,0,10,0,10,12,19,0,10
1400000US42003401300,42003401300,"Census Tract 4013, Allegheny County, Pennsylvania",1393,125,30,31,51,36,514,84,389,80,200,74,94,45,115,59,1216,116,4,8,45,31,454,85,329,73,190,68,85,41,109,61,109,62,26,29,6,25,25,25,43,32,0,10,9,14,0,10,10,15,0,10,0,10,0,10,0,10,10,15,0,10,0,10,33,34,0,10,0,10,22,29,11,18,0,10,0,10,0,10,7,12,0,10,0,10,7,12,0,10,0,10,0,10,0,10,18,18,0,10,0,10,6,10,6,10,0,10,0,10,6,10
1400000US42003402000,42003402000,"Census Tract 4020, Allegheny County, Pennsylvania",1449,148,37,30,156,87,548,112,331,82,229,99,56,46,92,49,1269,148,30,24,156,87,515,107,291,74,165,75,46,45,66,39,44,44,0,10,0,10,19,23,8,13,7,12,10,14,0,10,33,42,0,10,0,10,0,10,7,12,26,41,0,10,0,10,15,17,7,11,0,10,0,10,0,10,8,14,0,10,0,10,44,41,0,10,0,10,10,16,11,18,23,35,0,10,0,10,44,38,0,10,0,10,4,8,14,21,0,10,0,10,26,30
1400000US42003403500,42003403500,"Census Tract 4035, Allegheny County, Pennsylvania",2047,250,35,39,125,81,906,188,508,196,195,105,207,130,71,58,1431,229,18,29,96,75,627,173,348,155,176,96,129,83,37,50,294,137,17,26,0,10,168,102,75,65,0,10,26,38,8,15,193,132,0,10,0,10,98,99,43,55,0,10,52,82,0,10,97,68,0,10,29,34,13,22,25,39,19,30,0,10,11,19,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,32,36,0,10,0,10,0,10,17,27,0,10,0,10,15,24
1400000US42003404000,42003404000,"Census Tract 4040, Allegheny County, Pennsylvania",707,61,5,7,24,12,362,55,182,36,74,23,40,23,20,15,581,65,3,5,18,9,288,46,149,34,67,22,40,23,16,12,75,32,2,5,4,6,41,20,21,26,7,10,0,10,0,10,29,20,0,10,0,10,26,19,3,4,0,10,0,10,0,10,2,5,0,10,2,5,0,10,0,10,0,10,0,10,0,10,6,6,0,10,0,10,3,4,3,4,0,10,0,10,0,10,14,11,0,10,0,10,4,6,6,7,0,10,0,10,4,5
1400000US42003405000,42003405000,"Census Tract 4050, Allegheny County, Pennsylvania",532,56,35,17,12,10,189,37,142,34,101,32,37,17,16,12,494,49,35,17,10,9,168,34,132,33,101,32,37,17,11,9,28,18,0,10,2,6,17,16,6,5,0,10,0,10,3,6,8,8,0,10,0,10,4,5,4,5,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2,4,0,10,0,10,0,10,0,10,0,10,0,10,2,4
1400000US42003406000,42003406000,"Census Tract 4060, Allegheny County, Pennsylvania",1115,110,27,20,75,34,325,63,393,85,148,47,96,43,51,21,966,120,27,20,55,30,287,65,344,82,139,47,84,41,30,15,79,41,0,10,20,16,25,19,24,21,0,10,6,8,4,6,14,17,0,10,0,10,4,7,6,10,4,7,0,10,0,10,13,14,0,10,0,10,9,12,0,10,0,10,4,9,0,10,9,10,0,10,0,10,0,10,4,6,5,8,0,10,0,10,34,29,0,10,0,10,0,10,15,23,0,10,2,4,17,15
1400000US42003407001,42003407001,"Census Tract 4070.01, Allegheny County, Pennsylvania",2584,282,120,81,162,88,986,166,584,164,396,127,191,96,145,79,2186,274,102,75,127,79,934,168,441,146,301,119,151,84,130,67,276,128,18,30,13,22,37,33,115,93,54,61,24,40,15,24,31,35,0,10,0,10,15,24,0,10,0,10,16,26,0,10,22,35,0,10,22,35,0,10,0,10,0,10,0,10,0,10,41,63,0,10,0,10,0,10,0,10,41,63,0,10,0,10,28,31,0,10,0,10,0,10,28,31,0,10,0,10,0,10
1400000US42003407002,42003407002,"Census Tract 4070.02, Allegheny County, Pennsylvania",3286,327,112,78,206,87,1368,159,816,222,385,137,243,126,156,79,2735,348,66,49,192,84,1139,155,684,194,369,137,144,78,141,76,304,170,46,63,14,23,67,62,81,74,0,15,81,112,15,23,21,28,0,15,0,15,5,11,0,15,16,25,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,95,85,0,15,0,15,77,79,0,15,0,15,18,26,0,15,131,101,0,15,0,15,80,81,51,65,0,15,0,15,0,15
1400000US42003408001,42003408001,"Census Tract 4080.01, Allegheny County, Pennsylvania",2153,261,176,88,144,75,810,191,553,150,188,75,169,86,113,50,1813,227,134,71,102,66,734,192,460,127,164,66,160,85,59,39,188,86,42,41,19,20,57,58,27,30,0,10,0,10,43,36,11,18,0,10,11,18,0,10,0,10,0,10,0,10,0,10,11,16,0,10,0,10,0,10,0,10,0,10,0,10,11,16,22,26,0,10,12,19,0,10,10,17,0,10,0,10,0,10,108,60,0,10,0,10,19,23,56,54,24,27,9,14,0,10
1400000US42003408002,42003408002,"Census Tract 4080.02, Allegheny County, Pennsylvania",3284,234,60,51,269,119,1297,175,883,167,483,155,78,54,214,107,2972,231,60,51,269,119,1127,161,785,151,448,152,78,54,205,103,130,75,0,15,0,15,83,58,47,48,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,53,44,0,15,0,15,13,20,14,21,17,27,0,15,9,21,129,65,0,15,0,15,74,47,37,39,18,30,0,15,0,15
1400000US42003409000,42003409000,"Census Tract 4090, Allegheny County, Pennsylvania",5772,338,252,105,321,115,2002,237,1770,268,895,203,281,110,251,139,4811,327,183,92,320,115,1701,228,1381,223,745,158,274,111,207,133,353,154,69,60,0,16,137,99,97,79,26,43,0,16,24,26,85,68,0,16,0,16,29,35,49,54,0,16,7,12,0,16,54,56,0,16,1,2,0,16,53,57,0,16,0,16,0,16,15,25,0,16,0,16,0,16,15,25,0,16,0,16,0,16,454,179,0,16,0,16,135,82,175,120,124,109,0,16,20,33
1400000US42003410000,42003410000,"Census Tract 4100, Allegheny County, Pennsylvania",547,47,10,9,24,16,176,30,181,26,57,20,43,16,56,20,472,51,5,9,24,16,152,28,164,29,53,19,36,15,38,14,22,20,5,8,0,10,4,6,5,9,1,4,0,10,7,8,2,3,0,10,0,10,0,10,0,10,0,10,2,3,0,10,5,6,0,10,0,10,0,10,0,10,0,10,5,6,0,10,7,8,0,10,0,10,5,8,2,4,0,10,0,10,0,10,39,14,0,10,0,10,15,8,10,8,3,4,0,10,11,9
1400000US42003411000,42003411000,"Census Tract 4110, Allegheny County, Pennsylvania",3268,230,52,44,70,45,997,157,1346,201,416,135,232,128,155,72,2529,238,48,43,70,45,813,173,1067,169,256,95,166,111,109,67,413,187,4,6,0,15,160,124,132,85,69,57,33,39,15,24,12,22,0,15,0,15,0,15,12,22,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,36,41,0,15,0,15,13,21,0,15,23,36,0,15,0,15,278,130,0,15,0,15,11,17,135,96,68,55,33,37,31,36
1400000US42003412001,42003412001,"Census Tract 4120.01, Allegheny County, Pennsylvania",3941,298,107,73,143,82,1449,182,1090,185,569,160,361,146,222,99,3229,308,70,63,138,82,1164,180,928,188,432,134,283,134,214,99,321,137,37,38,5,7,196,105,42,42,24,31,17,29,0,15,71,57,0,15,0,15,0,15,14,23,37,41,20,32,0,15,16,27,0,15,0,15,0,15,16,27,0,15,0,15,0,15,48,47,0,15,0,15,15,24,24,37,0,15,9,16,0,15,256,121,0,15,0,15,74,59,66,62,76,75,32,39,8,14
1400000US42003412002,42003412002,"Census Tract 4120.02, Allegheny County, Pennsylvania",2686,220,139,71,156,116,897,129,788,111,421,122,130,55,155,58,2159,205,88,58,114,111,831,127,615,123,310,80,95,44,106,51,235,114,33,29,36,45,34,42,80,59,27,41,10,15,15,24,36,35,0,15,0,15,0,15,18,22,0,15,18,21,0,15,25,25,18,23,0,15,0,15,0,15,7,10,0,15,0,15,27,20,0,15,0,15,13,19,8,12,6,10,0,15,0,15,204,88,0,15,6,10,19,26,67,42,71,53,7,11,34,26
1400000US42003413100,42003413100,"Census Tract 4131, Allegheny County, Pennsylvania",3668,295,40,31,172,116,1622,281,938,256,505,193,218,95,173,121,2806,290,30,25,97,75,1240,256,730,183,434,180,199,89,76,61,597,297,10,18,75,108,278,208,149,121,0,15,0,15,85,113,26,27,0,15,0,15,5,10,21,25,0,15,0,15,0,15,31,36,0,15,0,15,13,21,0,15,18,29,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,208,107,0,15,0,15,86,102,38,52,53,51,19,29,12,18
1400000US42003413201,42003413201,"Census Tract 4132.01, Allegheny County, Pennsylvania",1925,169,49,36,89,50,755,92,310,79,396,106,239,70,87,41,1457,166,21,24,77,47,561,91,242,73,321,99,166,63,69,40,263,105,28,27,0,10,133,69,22,34,30,34,42,37,8,12,65,42,0,10,0,10,17,27,23,24,0,10,15,17,10,15,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,23,25,0,10,0,10,12,18,0,10,11,17,0,10,0,10,117,60,0,10,12,19,32,36,23,25,34,30,16,22,0,10
1400000US42003413202,42003413202,"Census Tract 4132.02, Allegheny County, Pennsylvania",1368,178,37,28,53,42,436,98,306,73,239,68,146,58,151,83,1078,154,25,22,11,17,400,91,250,72,217,68,85,55,90,60,155,105,12,17,13,18,21,33,33,32,5,11,10,15,61,74,31,30,0,10,0,10,0,10,23,28,8,12,0,10,0,10,63,40,0,10,19,31,15,23,0,10,9,13,20,23,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,41,31,0,10,10,15,0,10,0,10,0,10,31,26,0,10
1400000US42003413300,42003413300,"Census Tract 4133, Allegheny County, Pennsylvania",2501,169,82,33,163,58,972,117,575,128,335,88,187,67,187,65,2123,196,63,31,136,57,837,125,473,119,287,84,165,68,162,61,222,82,19,21,9,15,78,46,75,52,22,24,9,15,10,15,49,38,0,10,9,13,11,17,19,21,10,15,0,10,0,10,18,17,0,10,9,14,1,2,0,10,7,11,0,10,1,2,19,21,0,10,0,10,11,17,8,12,0,10,0,10,0,10,70,36,0,10,0,10,34,29,0,10,9,16,13,17,14,22
1400000US42003413400,42003413400,"Census Tract 4134, Allegheny County, Pennsylvania",2088,178,88,40,213,90,611,121,625,107,264,67,149,54,138,58,1650,160,73,36,191,85,494,111,469,84,202,56,116,53,105,42,127,81,8,14,17,21,38,39,37,29,17,20,10,15,0,10,90,50,0,10,0,10,26,25,19,22,37,41,8,12,0,10,20,19,7,10,5,10,0,10,8,12,0,10,0,10,0,10,22,24,0,10,0,10,22,24,0,10,0,10,0,10,0,10,179,77,0,10,0,10,31,24,92,62,8,13,15,17,33,39
