route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
054-164,1609-Ross-Saturday-75,15936-1385725,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -140,0540108
054-164,1609-Ross-Saturday-75,15937-1385724,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -139,0540108
054-164,1609-Ross-Saturday-75,15938-1385728,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -142,0540108
054-164,1609-Ross-Saturday-75,15939-1385727,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -143,0540108
054-164,1609-Ross-Saturday-75,15940-1385877,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -144,0540108
054-164,1609-Ross-Saturday-75,15941-1385870,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -145,0540108
054-164,1609-Ross-Saturday-75,15942-1385869,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -146,0540108
054-164,1609-Ross-Saturday-75,15943-1385872,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -147,0540108
054-164,1609-Ross-Saturday-75,15944-1385880,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -151,0540108
054-164,1609-Ross-Saturday-75,15945-1385875,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -153,0540108
054-164,1609-Ross-Saturday-75,15946-1385879,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -155,0540108
054-164,1609-Ross-Saturday-75,15947-1385871,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -152,0540108
054-164,1609-Ross-Saturday-75,15948-1385886,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -157,0540108
054-164,1609-Ross-Saturday-75,15949-1385881,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -159,0540108
054-164,1609-Ross-Saturday-75,15950-1385884,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -156,0540108
054-164,1609-Ross-Saturday-75,15951-1385883,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -158,0540108
054-164,1609-Ross-Saturday-75,15952-1385882,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -160,0540108
054-164,1609-Ross-Saturday-75,15953-1385848,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -162,0540108
054-164,1609-Ross-Saturday-75,15954-1385887,Inbound-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN & MAIN,1,054 -164,0540108
001-164,1609-Ross-Saturday-75,15956-1385729,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -001,0010070
001-164,1609-Ross-Saturday-75,15957-1385730,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -002,0010070
001-164,1609-Ross-Saturday-75,15958-1385731,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -003,0010070
001-164,1609-Ross-Saturday-75,15959-1385729,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -001,0010070
001-164,1609-Ross-Saturday-75,15961-1385771,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -004,0010070
001-164,1609-Ross-Saturday-75,15963-1385782,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -006,0010070
001-164,1609-Ross-Saturday-75,15964-1385732,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -005,0010070
001-164,1609-Ross-Saturday-75,15965-1385733,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -007,0010070
001-164,1609-Ross-Saturday-75,15966-1385734,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -008,0010070
001-164,1609-Ross-Saturday-75,15967-1385736,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -009,0010070
001-164,1609-Ross-Saturday-75,15968-1385735,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -010,0010070
001-164,1609-Ross-Saturday-75,15969-1385737,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -011,0010070
001-164,1609-Ross-Saturday-75,15970-1385738,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -012,0010070
001-164,1609-Ross-Saturday-75,15971-1385739,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -013,0010070
001-164,1609-Ross-Saturday-75,15972-1385751,Inbound-FREEPORT ROAD TO PITTSBURGH,1,001 -014,0010070
014-164,1609-Ross-Saturday-75,15976-1385749,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -091,0140046
014-164,1609-Ross-Saturday-75,15977-1385750,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -092,0140046
014-164,1609-Ross-Saturday-75,15979-1385841,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -093,0140046
014-164,1609-Ross-Saturday-75,15981-1385843,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -094,0140046
014-164,1609-Ross-Saturday-75,15982-1385841,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -093,0140046
014-164,1609-Ross-Saturday-75,15983-1385843,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -094,0140046
014-164,1609-Ross-Saturday-75,15985-1385785,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -095,0140046
014-164,1609-Ross-Saturday-75,15987-1385844,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -096,0140046
014-164,1609-Ross-Saturday-75,15989-1385779,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -097,0140046
014-164,1609-Ross-Saturday-75,15991-1385845,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -098,0140046
014-164,1609-Ross-Saturday-75,15993-1385780,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -099,0140046
014-164,1609-Ross-Saturday-75,15994-1385845,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -098,0140046
014-164,1609-Ross-Saturday-75,15995-1385780,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -099,0140046
014-164,1609-Ross-Saturday-75,15997-1385847,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -100,0140046
014-164,1609-Ross-Saturday-75,15999-1385846,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -101,0140046
014-164,1609-Ross-Saturday-75,16000-1385847,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -100,0140046
014-164,1609-Ross-Saturday-75,16001-1385846,Outbound-OHIO VALLEY TO AMBRIDGE,0,014 -101,0140046
017-164,1609-Ross-Saturday-75,16037-1385763,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -130,0170043
017-164,1609-Ross-Saturday-75,16038-1385764,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -131,0170043
017-164,1609-Ross-Saturday-75,16039-1385763,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -130,0170043
017-164,1609-Ross-Saturday-75,16040-1385764,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -131,0170043
017-164,1609-Ross-Saturday-75,16041-1385763,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -130,0170043
017-164,1609-Ross-Saturday-75,16042-1385764,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -131,0170043
017-164,1609-Ross-Saturday-75,16044-1385768,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -132,0170043
017-164,1609-Ross-Saturday-75,16046-1385792,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -133,0170043
017-164,1609-Ross-Saturday-75,16047-1385768,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -132,0170043
017-164,1609-Ross-Saturday-75,16048-1385792,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -133,0170043
017-164,1609-Ross-Saturday-75,16050-1385769,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -134,0170043
017-164,1609-Ross-Saturday-75,16052-1385794,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -135,0170043
017-164,1609-Ross-Saturday-75,16054-1385818,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -136,0170043
017-164,1609-Ross-Saturday-75,16055-1385794,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -135,0170043
017-164,1609-Ross-Saturday-75,16056-1385818,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -136,0170043
017-164,1609-Ross-Saturday-75,16057-1385794,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -135,0170043
017-164,1609-Ross-Saturday-75,16059-1385837,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -137,0170043
017-164,1609-Ross-Saturday-75,16061-1385837,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -137,0170043
017-164,1609-Ross-Saturday-75,16062-1385837,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -137,0170043
017-164,1609-Ross-Saturday-75,16064-1385868,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -138,0170043
017-164,1609-Ross-Saturday-75,16065-1385868,Inbound-SHADELAND DOWNTOWN VIA MANCHESTER,1,017 -138,0170043
016-164,1609-Ross-Sunday-15,25125-1385897,Outbound-BRIGHTON TO AVALON LOOP,0,016 -071,0160036
013-164,1609-Ross-Sunday-15,25126-1385921,Outbound-BELLEVUE TO WEST VIEW,0,013 -048,0130037
016-164,1609-Ross-Sunday-15,25127-1385898,Outbound-BRIGHTON TO AVALON LOOP,0,016 -072,0160036
016-164,1609-Ross-Sunday-15,25128-1385899,Outbound-BRIGHTON TO AVALON LOOP,0,016 -073,0160036
017-164,1609-Ross-Sunday-15,25129-1385919,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -088,0170044
013-164,1609-Ross-Sunday-15,25130-1385923,Outbound-BELLEVUE TO WEST VIEW,0,008 -019,0130038
016-164,1609-Ross-Sunday-15,25131-1385897,Outbound-BRIGHTON TO AVALON LOOP,0,016 -071,0160036
017-164,1609-Ross-Sunday-15,25132-1385920,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -089,0170044
013-164,1609-Ross-Sunday-15,25133-1385922,Outbound-BELLEVUE TO WEST VIEW,0,013 -049,0130038
016-164,1609-Ross-Sunday-15,25134-1385933,Outbound-BRIGHTON TO AVALON LOOP,0,016 -074,0160036
016-164,1609-Ross-Sunday-15,25135-1385899,Outbound-BRIGHTON TO AVALON LOOP,0,016 -073,0160036
017-164,1609-Ross-Sunday-15,25136-1385919,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -088,0170044
013-164,1609-Ross-Sunday-15,25137-1385924,Outbound-BELLEVUE TO WEST VIEW,0,013 -050,0130038
016-164,1609-Ross-Sunday-15,25138-1385897,Outbound-BRIGHTON TO AVALON LOOP,0,016 -071,0160036
017-164,1609-Ross-Sunday-15,25139-1385920,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -089,0170044
016-164,1609-Ross-Sunday-15,25140-1385935,Outbound-BRIGHTON TO AVALON LOOP,0,016 -075,0160036
013-164,1609-Ross-Sunday-15,25141-1385922,Outbound-BELLEVUE TO WEST VIEW,0,013 -049,0130037
016-164,1609-Ross-Sunday-15,25142-1386000,Outbound-BRIGHTON TO AVALON LOOP,0,016 -076,0160036
017-164,1609-Ross-Sunday-15,25143-1385919,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -088,0170044
013-164,1609-Ross-Sunday-15,25144-1385924,Outbound-BELLEVUE TO WEST VIEW,0,013 -050,0130037
016-164,1609-Ross-Sunday-15,25145-1385998,Outbound-BRIGHTON TO AVALON LOOP,0,016 -077,0160036
017-164,1609-Ross-Sunday-15,25146-1386009,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -090,0170044
016-164,1609-Ross-Sunday-15,25147-1385935,Outbound-BRIGHTON TO AVALON LOOP,0,016 -075,0160036
013-164,1609-Ross-Sunday-15,25148-1385989,Outbound-BELLEVUE TO WEST VIEW,0,013 -051,0130038
017-164,1609-Ross-Sunday-15,25149-1386007,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -091,0170044
016-164,1609-Ross-Sunday-15,25150-1386000,Outbound-BRIGHTON TO AVALON LOOP,0,016 -076,0160036
016-164,1609-Ross-Sunday-15,25151-1385998,Outbound-BRIGHTON TO AVALON LOOP,0,016 -077,0160036
013-164,1609-Ross-Sunday-15,25152-1385988,Outbound-BELLEVUE TO WEST VIEW,0,013 -052,0130038
017-164,1609-Ross-Sunday-15,25153-1386009,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -090,0170044
016-164,1609-Ross-Sunday-15,25154-1385935,Outbound-BRIGHTON TO AVALON LOOP,0,016 -075,0160036
013-164,1609-Ross-Sunday-15,25155-1385989,Outbound-BELLEVUE TO WEST VIEW,0,013 -051,0130037
017-164,1609-Ross-Sunday-15,25156-1386007,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -091,0170044
016-164,1609-Ross-Sunday-15,25157-1386000,Outbound-BRIGHTON TO AVALON LOOP,0,016 -076,0160036
016-164,1609-Ross-Sunday-15,25158-1385998,Outbound-BRIGHTON TO AVALON LOOP,0,016 -077,0160036
013-164,1609-Ross-Sunday-15,25159-1385988,Outbound-BELLEVUE TO WEST VIEW,0,013 -052,0130037
017-164,1609-Ross-Sunday-15,25160-1386009,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -090,0170044
016-164,1609-Ross-Sunday-15,25161-1385978,Outbound-BRIGHTON TO AVALON LOOP,0,016 -078,0160036
017-164,1609-Ross-Sunday-15,25162-1386010,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -092,0170044
016-164,1609-Ross-Sunday-15,25163-1385946,Outbound-BRIGHTON TO AVALON LOOP,0,016 -079,0160036
013-164,1609-Ross-Sunday-15,25164-1385969,Outbound-BELLEVUE TO WEST VIEW,0,013 -053,0130038
016-164,1609-Ross-Sunday-15,25165-1386003,Outbound-BRIGHTON TO AVALON LOOP,0,016 -080,0160036
017-164,1609-Ross-Sunday-15,25166-1385972,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -093,0170044
013-164,1609-Ross-Sunday-15,25167-1385953,Outbound-BELLEVUE TO WEST VIEW,0,013 -054,0130038
016-164,1609-Ross-Sunday-15,25168-1385978,Outbound-BRIGHTON TO AVALON LOOP,0,016 -078,0160036
017-164,1609-Ross-Sunday-15,25169-1386010,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -092,0170044
016-164,1609-Ross-Sunday-15,25170-1385946,Outbound-BRIGHTON TO AVALON LOOP,0,016 -079,0160036
013-164,1609-Ross-Sunday-15,25171-1385969,Outbound-BELLEVUE TO WEST VIEW,0,013 -053,0130037
016-164,1609-Ross-Sunday-15,25172-1386006,Outbound-BRIGHTON TO AVALON LOOP,0,016 -081,0160036
017-164,1609-Ross-Sunday-15,25173-1385972,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -093,0170044
016-164,1609-Ross-Sunday-15,25174-1385980,Outbound-BRIGHTON TO AVALON LOOP,0,016 -082,0160036
013-164,1609-Ross-Sunday-15,25175-1385953,Outbound-BELLEVUE TO WEST VIEW,0,013 -054,0130037
017-164,1609-Ross-Sunday-15,25176-1386010,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -092,0170044
016-164,1609-Ross-Sunday-15,25177-1385948,Outbound-BRIGHTON TO AVALON LOOP,0,016 -083,0160036
013-164,1609-Ross-Sunday-15,25178-1385971,Outbound-BELLEVUE TO WEST VIEW,0,013 -055,0130038
016-164,1609-Ross-Sunday-15,25179-1386006,Outbound-BRIGHTON TO AVALON LOOP,0,016 -081,0160036
017-164,1609-Ross-Sunday-15,25180-1385974,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -094,0170044
016-164,1609-Ross-Sunday-15,25181-1385980,Outbound-BRIGHTON TO AVALON LOOP,0,016 -082,0160036
013-164,1609-Ross-Sunday-15,25182-1385994,Outbound-BELLEVUE TO WEST VIEW,0,013 -056,0130038
016-164,1609-Ross-Sunday-15,25183-1385948,Outbound-BRIGHTON TO AVALON LOOP,0,016 -083,0160036
016-164,1609-Ross-Sunday-15,25184-1386006,Outbound-BRIGHTON TO AVALON LOOP,0,016 -081,0160036
013-164,1609-Ross-Sunday-15,25185-1385971,Outbound-BELLEVUE TO WEST VIEW,0,013 -055,0130038
017-164,1609-Ross-Sunday-15,25186-1385974,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -094,0170044
016-164,1609-Ross-Sunday-15,25187-1385980,Outbound-BRIGHTON TO AVALON LOOP,0,016 -082,0160036
013-164,1609-Ross-Sunday-15,25188-1385994,Outbound-BELLEVUE TO WEST VIEW,0,013 -056,0130038
016-164,1609-Ross-Sunday-15,25189-1385948,Outbound-BRIGHTON TO AVALON LOOP,0,016 -083,0160036
017-164,1609-Ross-Sunday-15,25190-1385974,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -094,0170044
016-164,1609-Ross-Sunday-15,25191-1385982,Outbound-BRIGHTON TO AVALON LOOP,0,016 -084,0160036
013-164,1609-Ross-Sunday-15,25192-1385971,Outbound-BELLEVUE TO WEST VIEW,0,013 -055,0130037
016-164,1609-Ross-Sunday-15,25193-1385950,Outbound-BRIGHTON TO AVALON LOOP,0,016 -085,0160036
016-164,1609-Ross-Sunday-15,25194-1386005,Outbound-BRIGHTON TO AVALON LOOP,0,016 -086,0160036
013-164,1609-Ross-Sunday-15,25195-1385994,Outbound-BELLEVUE TO WEST VIEW,0,013 -056,0130037
017-164,1609-Ross-Sunday-15,25196-1385974,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -094,0170044
016-164,1609-Ross-Sunday-15,25197-1385985,Outbound-BRIGHTON TO AVALON LOOP,0,016 -087,0160036
013-164,1609-Ross-Sunday-15,25198-1385958,Outbound-BELLEVUE TO WEST VIEW,0,008 -026,0130037
016-164,1609-Ross-Sunday-15,25199-1385950,Outbound-BRIGHTON TO AVALON LOOP,0,016 -085,0160036
016-164,1609-Ross-Sunday-15,25200-1386005,Outbound-BRIGHTON TO AVALON LOOP,0,016 -086,0160036
017-164,1609-Ross-Sunday-15,25201-1386012,Outbound-SHADELAND NEW ALLEGHENY VIA MANCHESTER,0,017 -095,0170044
091-164,1609-Ross-Sunday-15,25202-1385925,Inbound-BUTLER STREET TO DOWNTOWN,1,091 -112,0910084
012-164,1609-Ross-Sunday-15,25205-1385915,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -033,0120081
012-164,1609-Ross-Sunday-15,25206-1385914,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -032,0120081
012-164,1609-Ross-Sunday-15,25207-1385916,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -034,0120081
012-164,1609-Ross-Sunday-15,25208-1385917,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -035,0120081
012-164,1609-Ross-Sunday-15,25209-1385915,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -033,0120081
012-164,1609-Ross-Sunday-15,25211-1385964,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -036,0120081
012-164,1609-Ross-Sunday-15,25213-1385970,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -037,0120081
012-164,1609-Ross-Sunday-15,25215-1385973,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -039,0120081
012-164,1609-Ross-Sunday-15,25216-1385967,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -038,0120081
012-164,1609-Ross-Sunday-15,25217-1385964,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -036,0120081
012-164,1609-Ross-Sunday-15,25219-1386004,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -040,0120081
012-164,1609-Ross-Sunday-15,25221-1385981,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -042,0120081
012-164,1609-Ross-Sunday-15,25223-1385976,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -044,0120081
012-164,1609-Ross-Sunday-15,25224-1385959,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -043,0120081
012-164,1609-Ross-Sunday-15,25226-1385979,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -045,0120081
012-164,1609-Ross-Sunday-15,25227-1385981,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -042,0120081
012-164,1609-Ross-Sunday-15,25228-1385976,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -044,0120081
012-164,1609-Ross-Sunday-15,25229-1385960,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -046,0120081
012-164,1609-Ross-Sunday-15,25230-1385979,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -045,0120081
012-164,1609-Ross-Sunday-15,25231-1385984,Outbound-MCKNIGHT TO MCCANDLESS PARK-AND-RIDE,0,012 -047,0120081
091-164,1609-Ross-Sunday-15,25232-1385926,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -113,0910082
091-164,1609-Ross-Sunday-15,25233-1385925,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -112,0910082
091-164,1609-Ross-Sunday-15,25234-1386008,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -114,0910082
091-164,1609-Ross-Sunday-15,25235-1386014,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -115,0910082
091-164,1609-Ross-Sunday-15,25236-1386008,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -114,0910082
091-164,1609-Ross-Sunday-15,25237-1386014,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -115,0910082
091-164,1609-Ross-Sunday-15,25238-1386008,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -114,0910082
091-164,1609-Ross-Sunday-15,25239-1385927,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -117,0910082
091-164,1609-Ross-Sunday-15,25240-1386018,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -116,0910082
091-164,1609-Ross-Sunday-15,25241-1385975,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -118,0910082
091-164,1609-Ross-Sunday-15,25242-1385927,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -117,0910082
091-164,1609-Ross-Sunday-15,25243-1386018,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -116,0910082
091-164,1609-Ross-Sunday-15,25244-1385975,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -118,0910082
091-164,1609-Ross-Sunday-15,25245-1385999,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -119,0910082
091-164,1609-Ross-Sunday-15,25246-1386019,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -120,0910082
091-164,1609-Ross-Sunday-15,25247-1385977,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -121,0910082
091-164,1609-Ross-Sunday-15,25248-1385999,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -119,0910082
091-164,1609-Ross-Sunday-15,25249-1386019,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -120,0910082
091-164,1609-Ross-Sunday-15,25250-1386011,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -122,0910082
091-164,1609-Ross-Sunday-15,25251-1386020,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -123,0910082
091-164,1609-Ross-Sunday-15,25253-1386011,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -122,0910082
091-164,1609-Ross-Sunday-15,25254-1386020,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -123,0910082
091-164,1609-Ross-Sunday-15,25255-1386011,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -122,0910082
091-164,1609-Ross-Sunday-15,25256-1386020,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -123,0910082
091-164,1609-Ross-Sunday-15,25257-1385961,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -124,0910082
091-164,1609-Ross-Sunday-15,25258-1385987,Inbound-BUTLER STREET DOWNTOWN VIA STRIP DISTRICT,1,091 -125,0910082
012-164,1609-Ross-Sunday-15,25259-1385914,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -032,0120080
012-164,1609-Ross-Sunday-15,25260-1385916,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -034,0120080
012-164,1609-Ross-Sunday-15,25261-1385917,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -035,0120080
012-164,1609-Ross-Sunday-15,25262-1385915,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -033,0120080
012-164,1609-Ross-Sunday-15,25263-1385914,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -032,0120080
012-164,1609-Ross-Sunday-15,25264-1385916,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -034,0120080
012-164,1609-Ross-Sunday-15,25265-1385917,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -035,0120080
012-164,1609-Ross-Sunday-15,25267-1385967,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -038,0120080
012-164,1609-Ross-Sunday-15,25268-1385964,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -036,0120080
012-164,1609-Ross-Sunday-15,25269-1385970,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -037,0120080
012-164,1609-Ross-Sunday-15,25270-1385973,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -039,0120080
012-164,1609-Ross-Sunday-15,25272-1385990,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -041,0120080
012-164,1609-Ross-Sunday-15,25274-1385959,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -043,0120080
012-164,1609-Ross-Sunday-15,25275-1386004,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -040,0120080
012-164,1609-Ross-Sunday-15,25276-1385981,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -042,0120080
012-164,1609-Ross-Sunday-15,25277-1385976,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -044,0120080
012-164,1609-Ross-Sunday-15,25279-1385960,Inbound-MCKNIGHT TO DOWNTOWN,1,012 -046,0120080
